ID,Predicted_Total
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Diarrhea,1.5587961542438757
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Diarrhea,1.6607230360013865
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Diarrhea,1.0403646850590613
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Diarrhea,0.7297096173236213
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Diarrhea,0.612210510407445
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Diarrhea,0.9740856601761466
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Diarrhea,1.255726180274083
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Diarrhea,1.292571299545848
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Diarrhea,0.31676644360686135
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Diarrhea,0.7159168055161456
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Diarrhea,0.9280579618510262
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Diarrhea,0.8058573417626924
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Dysentery,0.0
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Intestinal Worms,2.4304995969892103
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Intestinal Worms,2.190861226617434
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Intestinal Worms,2.6062255681869004
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Intestinal Worms,2.3764506036594306
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Intestinal Worms,2.1528559647500205
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Intestinal Worms,1.7912336087234275
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Intestinal Worms,1.9195342716542132
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Intestinal Worms,1.922224910586525
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Intestinal Worms,2.1925994255777
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Intestinal Worms,1.8771784534928988
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Intestinal Worms,1.682649309199774
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Intestinal Worms,2.2779035828851426
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Malaria,0.7182668170734783
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Malaria,1.14951256991069
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Malaria,0.9503678623884485
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Malaria,0.9242495885373853
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Malaria,0.8212692264119155
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Malaria,0.8515717722905236
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Malaria,0.6377383822047931
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Malaria,0.417314224638324
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Malaria,0.3677333416047852
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Malaria,0.8762281208686339
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Malaria,0.4626231875004851
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Malaria,1.321105946765311
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Schistosomiasis,0.2632384450430976
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Schistosomiasis,0.2076291870286207
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Schistosomiasis,0.42665223557173854
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Schistosomiasis,0.3022402159303231
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Schistosomiasis,0.3644783664007059
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Schistosomiasis,0.257696461444821
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Schistosomiasis,0.2401590014021679
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Schistosomiasis,0.5529847433527595
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Schistosomiasis,0.183322976921013
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Schistosomiasis,0.10150347630467653
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Schistosomiasis,0.18886001425293716
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Schistosomiasis,0.35710895883649163
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Typhoid,1.3165102392774302
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Typhoid,1.106073840349744
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Typhoid,1.1855832485366689
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Typhoid,1.082918192932291
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Typhoid,0.966409746962241
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Typhoid,1.0414130530493453
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Typhoid,0.6282520339771072
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Typhoid,0.6195403270152183
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Typhoid,0.8239580308216794
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Typhoid,0.7437133287682299
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Typhoid,1.0347218551987474
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Typhoid,0.6265738817980658
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_1_2023_Cholera,0.9861301993497531
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_2_2023_Cholera,0.9933587284080836
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_3_2023_Cholera,0.4341686051248132
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_4_2023_Cholera,0.2009064987837417
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_5_2023_Cholera,0.29173677018413785
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_6_2023_Cholera,0.407524172169981
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_7_2023_Cholera,0.5561429295433518
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_8_2023_Cholera,0.5487272048097078
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_10_2023_Cholera,0.16210549943445723
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_11_2023_Cholera,0.3119162312519753
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_12_2023_Cholera,0.5260922863055018
ID_00cd8292-dd85-4fa3-8148-9592e88a1651_9_2023_Cholera,0.43051667599244814
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Diarrhea,1.6893054464495594
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Diarrhea,2.4366038521094664
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Diarrhea,1.6619478665599468
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Diarrhea,2.496370628904556
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Diarrhea,2.198744011422302
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Diarrhea,1.4595204227806635
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Diarrhea,1.1838201181718426
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Diarrhea,1.5532874910570238
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Diarrhea,1.6945416189042164
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Diarrhea,1.4394822805597796
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Diarrhea,1.7584941925187676
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Diarrhea,1.2087374972799028
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Dysentery,0.05257495372027782
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Dysentery,0.1115097951077556
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Dysentery,0.485809272610126
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Dysentery,0.9366984227864638
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Dysentery,0.7841925022096828
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Dysentery,0.7214055129275317
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Dysentery,0.8242206409787027
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Dysentery,0.24051687315042028
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Dysentery,0.7007562040344618
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Dysentery,0.7984901755771281
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Dysentery,0.38263856316026224
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Dysentery,0.13471029536469092
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Intestinal Worms,2.444238882388427
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Intestinal Worms,2.2523702556558547
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Intestinal Worms,2.0801065188453185
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Intestinal Worms,1.8840970046486698
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Intestinal Worms,0.9964222274390774
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Intestinal Worms,0.7795408406567762
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Intestinal Worms,0.7148033860827095
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Intestinal Worms,0.747033682414543
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Intestinal Worms,1.7545606298976646
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Intestinal Worms,1.495804292356411
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Intestinal Worms,2.314850938232654
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Intestinal Worms,0.9674234685451853
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Malaria,1.2882144094105525
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Malaria,1.0345651958444921
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Malaria,0.4015150570936442
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Malaria,0.45565038497066424
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Malaria,0.7120846228756419
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Malaria,0.9127471644285824
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Malaria,0.3121696632542382
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Malaria,0.3181443133410376
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Malaria,0.7323890077306104
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Malaria,0.63084307273981
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Malaria,0.5349962766712791
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Malaria,1.237412687438408
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Schistosomiasis,0.49722078119932334
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Schistosomiasis,0.41610578634179257
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Schistosomiasis,0.5267068780060102
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Schistosomiasis,0.7161134064580337
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Schistosomiasis,0.690971226389405
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Schistosomiasis,0.5395770315063847
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Schistosomiasis,0.5876441127826506
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Schistosomiasis,1.0363153785919217
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Schistosomiasis,0.15510294261068894
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Schistosomiasis,0.12619505923287513
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Schistosomiasis,0.39628300840953046
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Schistosomiasis,0.5656630044700036
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Typhoid,2.4788405419049324
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Typhoid,2.1864878081338284
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Typhoid,2.4183214061673097
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Typhoid,2.026199795762505
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Typhoid,2.0187018724731725
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Typhoid,2.0360592194082527
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Typhoid,1.0815729477892715
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Typhoid,1.0721744529577357
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_10_2023_Typhoid,1.6878645985229022
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_11_2023_Typhoid,1.3243956656353313
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Typhoid,1.6981889828225991
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Typhoid,1.3360965764846418
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Cholera,1.4098482635261107
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Cholera,2.095561432656107
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Cholera,1.3577796144358296
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Cholera,1.8914601762874015
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Cholera,1.7002789774513605
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Cholera,1.1294606447562223
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Cholera,0.9438728630690716
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Cholera,1.1295144977138718
